,input_text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit
114,"How are farmers wrong? How is their voice illegit? How is their expression illegal? Need wise minds to explain this. Campaigns okay, festivals okay, shaadis okay so what is bad with #FarmersProtest or #kisanandolan? We had Anna Hazare then, farmers now. Kyun nahi? #FridayThoughts",0.00182,0.0,7e-05,0.0002,0.00038,3e-05,2e-05
115,"""The first and the only thing we will decide today is regarding the #FarmersProtest and the fundamental right of citizens to move. The question of the validity of laws can wait,"" says Supreme Court twitter.com/timesofindia/s…",0.0004,0.0,2e-05,8e-05,0.0001,2e-05,1e-05
116,"Opinion | Liberal Media Voices Speak Up For Disha Ravi While Refusing To Stand Up For Farmers, from @iJasOberoi   “No matter what happens to Nodeep Kaur, she’ll never be the darling of the Barkhas, the Sanghvis, and the Gupta jis.”  #FarmersProtest  baaznews.org/p/jaspreet-obe…",0.0009,0.0,6e-05,0.00011,0.00026,2e-05,2e-05
117,"@i_ambuddha Stop disgracing Bhuddha.  REAL Hindus, Sikhs, Muslims and other faith group farmers are all united. Stop being lazy and look  for real journalism &amp; sources for research. Not the propaganda you have been spoon fed.  #FarmersProtest ✊🏽",0.14553,7e-05,0.0008,0.07259,0.05244,0.00023,0.00028
118,#FarmersProtest | A video purportedly showing a sub-divisional magistrate in Haryana's Karnal asking policemen to hit protesting farmers who try crossing police barricades has surfaced on social media.  #KarnalLathiCharge #FarmLaws   editorji.com/story/caught-o…,0.00109,0.0,6e-05,0.00012,0.00021,6e-05,2e-05
119,When did protest end.. #FarmersProtest #मुश्किल_में_भारत_का_किसान https://t.co/dYvzmwN3Dv,0.00047,0.0,4e-05,8e-05,0.0001,2e-05,2e-05
120,One day...... ❤️&amp;♻️ if you believe in me (not my clip) @BHBreezy_   #Fortnite #Fortniteleaks #TwitchAffilate #FortniteClips #FortniteCreative #Twitter #FarmersProtest #LGM https://t.co/2mfFfo7MVi,0.00101,0.0,0.00016,0.0001,0.00015,3e-05,4e-05
121,"#किसान_का_हक_संसद_में_रख Protest is all about the rights..."" @Dharmjay1 MSP is right of every Farmer.."" U have to pay otherwise u have to Pay for it ..."" #किसान_का_हक_संसद_में_रख #FarmersProtest https://t.co/Hyeo9IAfRo",0.0005,0.0,5e-05,8e-05,0.0001,2e-05,2e-05
122,"#BREAKING: delegation of opposition MPs at Ghazipur to meet protesting farmers, claim they re not being allowed to go past barricades #FarmersProtest",0.00057,0.0,3e-05,9e-05,0.00015,2e-05,1e-05
123,Hashtag for 29 July  #कंपनियों_की_मोदी_सरकार  Tweet : Retweet : Share  Support  #FarmersProtest,0.00042,0.0,4e-05,7e-05,9e-05,2e-05,2e-05
124,A to Z  BJP Scam's .. #FarmLaws_DeathWarrant  #FarmersProtest https://t.co/Y6ihNR5qOB,0.0007,0.0,7e-05,8e-05,0.00015,3e-05,2e-05
125,"#Farmers have been permitted to protest here with a condition that their numbers won't exceed 200 for SKM  &amp; 6 persons for Kisan Mazdoor Sangharsh Committee b/w 11 am-5 pm daily, on being assured in writing that they would remain peaceful. #FarmersProtest",0.00043,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
126,"To be sure, faster growth in nominal labor compensation does not necessarily portend higher inflation. #FarmersProtest    Ben Bernanke  #पेट्रोल_डीजल_का_डकैत_मोदी",0.00039,0.0,3e-05,7e-05,9e-05,2e-05,1e-05
127,MORE THE KNOWLEDGE                            LESSER THE EGO.                                         #ModiEgo_KillingFarmers  #FarmersProtest,0.02246,2e-05,0.00208,0.00053,0.0027,0.00036,0.0003
128,ATROCITIES of #FARMLAWS 😔😔😔 #FarmersProtest #FarmLawsRepealed #RahulGandhi #disappointed #KisanMajdoorEktaZindabaad #Masterstroke https://t.co/oZE8vevJRH,0.00128,0.0,0.00016,0.00012,0.00022,3e-05,4e-05
129,@KanganaTeam @vigil_nte @moronhumor @KanganaTeam Get a life lady! So sick! #FarmersProtest #IStandWithFarmers #TakeBackFarmLaws,0.33823,5e-05,0.00833,0.00318,0.24303,0.00025,0.0015
130,@MahuaMoitra You are awesome! More power to you! #FarmersProtest,0.00089,0.0,5e-05,8e-05,0.00018,3e-05,2e-05
131,"#किसान_देगा_खट्टर_को_टक्कर Soora so pahchaniye, je lade deen ke het, Purja-purja kat mare, kabhu na chhade khet. Only the brave fight for the righteous. They sacrifice their all but do not give up. #FarmersProtest Respect the farmers who feed the world. Roll back the farm bills twitter.com/Kisanektamorch… https://t.co/oKJt0o748k",0.00092,0.0,6e-05,0.00013,0.00024,3e-05,2e-05
132,"@afsarparveez @_ManikGoyal @13hundal @MuskaanSidhu999 @mnprtsandhu34 @MSandhu408 @No_Vote_To_BJP @_YogendraYadav @aartic02 @Sandhumanminde3 To sell the city, the Digital City! Now to sell the farm,  the Digital Farm? Genetically modified seed and cow? They control the seed, the fertilisers, the price; they control humanity!  #FarmersProtest is fight of humanity, say no to #AdaniAmbaniGang contract farming! https://t.co/7iE6L5xdz4",0.00123,0.0,7e-05,0.00015,0.00031,3e-05,2e-05
133,"PEOPLE OF #Assam #WestBengal #Tamilnadu #Kerala   SAV UR DAUGHTERS, SISTERS, #Bank #LIC Job FROM RAPIST #BJP  #FarmersProtest #FarmLaws_DeathWarrant #FarmersProtest_BharatBandh #WestBengalPolls #AssamAssemblyElections2021 #tamilnaduassemblyelection2021 #KeralaElections2021 twitter.com/ndtvfeed/statu… https://t.co/oyWmCTgjQT",0.23032,0.0002,0.03549,0.00569,0.0355,0.00067,0.00809
134,"Farmers are on streets since the day these bills came &amp; they are asking what's black? Kisaan'n nu reform voice vote te kita jayega, fer asii krishi pardhaan desh aa? Really  ✊🏻Uphold #FarmersProtest 170 days fighters are still in field. Jeetuga sirf kisaan #RealFarmersVsActorModi https://t.co/B00d9Cmo3n",0.05852,4e-05,0.00063,0.0428,0.00477,0.00021,0.00012
135,"Illegal and brutal suppression of peaceful protestors by UP government, India.  #FarmersProtest  #FarmersBeforeCorporations https://t.co/BWYTrdCrfY",0.00343,0.0,6e-05,0.00049,0.00052,7e-05,3e-05
136,@diljitdosanjh @KanganaTeam Exactly ...... @diljitdosanjh ✌️#farmersprotest #DiljitRocks #istandwithfarmers,0.00218,1e-05,0.0003,0.00021,0.00022,5e-05,0.0001
137,"#Delhi | Farmers board a DTC bus near Majnu ka Tila after one of their buses, which they boarded at the Singhu (Delhi-Haryana) border earlier today, broke down   #FarmersProtest #FarmersParliament #FarmersProtest_AtParliament https://t.co/3czkrZSVjr",0.0005,0.0,4e-05,8e-05,0.00013,2e-05,2e-05
138,Resign  @JPDALALBJP  Apology Not enough. You are heartless and cannot have people like you leading India Dismissing 200 lives as just collateral damage. Enough ‘Dalaali’ Not how Senior MP of agriculture should behave! Same on you! #ResignDalal #FarmersProtest #StandWithFarmers twitter.com/asg3073/status…,0.0467,0.0,0.00046,0.00087,0.02257,0.00011,7e-05
139,It takes courage to become who you really are.  #ਧੰਨ_ਮਾਤਾ_ਗੁਜਰੀ_ਦੇ_ਲਾਲ  #StopAdani #FarmersProtest #BoycottAmbani twitter.com/arshdhaliwal82…,0.00092,0.0,5e-05,0.0001,0.00019,3e-05,2e-05
140,#sonsofThesoil #Farmers   #FarmersProtest long live ✊✊ https://t.co/PtIjQdjxat,0.0006,0.0,5e-05,9e-05,0.00013,2e-05,2e-05
141,India is consuming banned GM food owing to lack of regulations  Why is govt not making law against this ?  downtoearth.org.in/news/food/indi…  #WomenFarmers_AtParliament  #FarmersProtest ..................................................................,0.00106,0.0,6e-05,0.00034,0.0003,2e-05,7e-05
142,"India to propose cryptocurrency ban, penalising miners, traders: Report - Hindustan Times#farmers #farmersprotest",0.00065,0.0,3e-05,0.00011,0.00015,2e-05,1e-05
143,lol. i think Amit Shah is writing for both of them :)  #FarmersProtest  #Istandwithfarmers #justicefornavreet #KisanEktaZindaabaad #Tractor2twitr #ModiWhereAreMissingFarmers twitter.com/SinghArjoban/s…,0.00078,0.0,8e-05,8e-05,0.00015,2e-05,2e-05
144,Its been long 4 months #FarmersProtest going in our country but Modi Government is not listening to them...   If Farmers are not happy than how country will grow  #ModiagainstFarmer  #BJPFailsIndia  #bjp_किसान_विरोधी,0.00056,0.0,4e-05,8e-05,0.00014,2e-05,1e-05
145,"By appearing to voice support for the protesters, Trudeau ""risks further damaging already strained ties with India and losing out on trade opportunities that Canada has aggressively advocated for at the WTO,"" writes @VJsapps #cdnpoli #FarmersProtest #cdnfp macdonaldlaurier.ca/messaging-indi…",0.0006,0.0,3e-05,9e-05,0.00015,2e-05,1e-05
146,Modi take these laws back. #FarmersProtest #TakeBack_FarmLaws twitter.com/deepsandhu_k/s…,0.00077,0.0,4e-05,0.00012,0.00015,3e-05,2e-05
147,One must find the courage to leave the table if respect is no longer being served. #FarmersProtest,0.00057,0.0,3e-05,0.0001,0.00012,3e-05,2e-05
148,"Yep, that’s right. #FarmersProtest is going to the parliament.  #किसान_आंदोलन_संसद_तक #FarmersProtest  #PMOIndia",0.00052,0.0,4e-05,8e-05,0.00011,2e-05,2e-05
149,Is there a way to put in a word with these peaceful farmers to stop the stubble burning every October/November? #FarmersProtest,0.00165,0.0,5e-05,0.00023,0.00025,7e-05,3e-05
150,@indijaswaloye Today Hashtag 25/05/2021 Retweet #Justice4NavreetKilling  #FarmersProtest https://t.co/2oK2MfsG31,0.00056,0.0,5e-05,8e-05,0.00013,3e-05,2e-05
151,We Are Farmers Not A Terrorist  #23March_किसानों_के_साथ #23March_किसानों_के_साथ #BoycottBJP_SaveIndia #FarmersProtest #FarmersProtests #FarmersCallBJPboycott #Farmers_Are_Our_Proud https://t.co/B68p35aeZ6,0.00538,0.0,0.00026,0.00045,0.00079,7e-05,6e-05
152,Where were you when 140 farmers died in bitter cold out there? Why did you allow Delhi police to use busses to block the tractor rally? #FarmersProtest #tractorParade twitter.com/ANI/status/135…,0.00182,0.0,0.0001,0.00018,0.00031,7e-05,4e-05
153,"@Guttajwala Welcome , Welcome ✨ Let's speak up ✊ #FarmersProtest 🙌",0.00055,0.0,4e-05,8e-05,0.00012,2e-05,2e-05
154,@DSGMCDelhi @mssirsa Thank you  very much. #FarmersBeforeVotes #FarmersProtest twitter.com/mssirsa/status…,0.00054,0.0,5e-05,8e-05,0.00011,2e-05,2e-05
155,"Yes, we wear branded clothes. Yes, we speak fluent English. Yes, we live in abroad. Yes, we still rely on our land and the crop it yields to feed us. Yes, we are farmers.  #FarmersProtest #KisanMajdoorEktaZindabad twitter.com/bhupenderc19/s… https://t.co/6IGqyJokxk",0.00062,0.0,4e-05,0.00011,0.00013,2e-05,2e-05
156,BIG BREAKING -  #FarmersProtest  SC asks centre to explore the possibility of putting on hold the law so as to enable discussions with farmers,0.00094,0.0,6e-05,9e-05,0.00022,3e-05,2e-05
157,@amitmalviya Get your facts correct. Don’t spread these fake and false information when you don’t know a thing. #TakeBackFarmBills #FarmersProtest #kissanektazindabad,0.01273,0.0,0.00015,0.00033,0.00462,4e-05,5e-05
158,@SukhpalKhaira We still stand with #FarmersProtest n You ✊,0.01568,1e-05,0.00119,0.00076,0.00158,0.00014,0.0002
159,@saahilmenghani GOI doesn't know what to do now.. if they call for talks then their ego gets hurt.. GOI is stuck in a rabbits hole..  #FarmersProtest  #DPstopIntimidatingFarmers,0.03392,1e-05,0.00101,0.00115,0.00934,0.00042,0.00025
160,"Today Modi selling PSUs, gardens, and natural resources, tomorrow he will sell your home, property, land, wealth, assets.   #Budget2021 #Ambani #FarmersProtest",0.00042,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
161,Thank you @RishiNagar   #FarmersProtest twitter.com/RishiKNagar/st…,0.00051,0.0,4e-05,7e-05,0.00013,2e-05,1e-05
162,"Also, drawing comparison of #FarmersProtest with Kumbh Mela &amp; Political Rallies is a false equivalence  Govt wanted to end #FarmersProtest since last year, but didn't repeal laws depsite many talks with farmers. Didn't want to END Kumbh, rallies, rather consciously allowed it twitter.com/saahilmenghani…",0.00077,0.0,4e-05,9e-05,0.00021,2e-05,1e-05
163,I see that the BJP IT cell is active as hell on Twitter. #GodiMedia Trying to attack the likes of @GretaThunberg and @rihanna but now we have multiple athletes tweeting in support of the #FarmersProtest so keep trying to do your worst.,0.10229,3e-05,0.00582,0.0014,0.02136,0.00106,0.00056
164,Future of farmers and commoner’s food security will be decided in the parliament. Either you stand with the government who is selling nation to corporates or support the people who are trying to protect the democracy. #FarmersProtest  #किसान_आंदोलन_संसद_तक https://t.co/dDD0flxu5V,0.00057,0.0,3e-05,9e-05,0.00015,2e-05,1e-05
165,All limitations are self-imposed. – Oliver Wendell Holmes #आज_भारत_बंद_है #FarmersProtest,0.00039,0.0,3e-05,8e-05,9e-05,2e-05,1e-05
166,India prides itself on being the world's largest democracy and when farmers use their right to protest they're met with this.  #PakStandsWithIndianFarmers #IndiaShutDown #FarmersProtest https://t.co/NUZJPDCE51,0.00079,0.0,4e-05,0.00016,0.00019,2e-05,1e-05
167,True. Don’t make same mistakes again. Boycott Bjp and jjp  #ParliamentForFarmers #FarmersProtest twitter.com/Golumehra26/st…,0.00083,0.0,5e-05,9e-05,0.0002,2e-05,2e-05
168,I stand with farmer I Support this hastag 👇 #FarmersProtest  #IStandWithFarmers https://t.co/LFRuYl1MR1,0.00063,0.0,5e-05,8e-05,0.00015,2e-05,2e-05
169,Plz wake up. Vested interests want to put Punjab on fire. They are not here for Farmers.🙏 #FarmersProtest twitter.com/DextrousNinja/…,0.0043,0.0,0.00017,0.00028,0.00049,0.00029,6e-05
170,Shri Ram ji 🙏🏻 will do it One day with BJPRSS  #श्रीराम_के_दुश्मन #राम_मंदिर_घोटाला #BJP_का_श्रीराम_को_धोखा #200_दिन_किसान_आंदोलन #FarmersProtest https://t.co/JoAIjWCtt8,0.00133,0.0,0.00019,0.00014,0.00019,4e-05,4e-05
171,---------------𝐃𝐄𝐂𝐋𝐀𝐑𝐀𝐓𝐈𝐎𝐍--------------  I Hereby Declare that #EVMhackedPM @narendramodi - The Dictator presently ruling our INDIA is #MautKaSaudagar #ModiBehindPulwamaAttack #भाषणबाज_मोदी!! #FarmersProtest #BanEVM_SaveDemocracy @UN @CIJ_ICJ #IndianLivesMatters twitter.com/ALOKdelhi6/sta…,0.00521,1e-05,0.00062,0.00046,0.00074,7e-05,0.0001
172,#कल_भारत_बंद_रहेगा Please make it as spread as you can  #farmersprotest #8_दिसम्बर_भारत_बन्द  #farmers #FarmersAreLifeLines  #FarmersAreNotTerrorists,0.00182,0.0,0.00012,0.00024,0.00026,5e-05,3e-05
173,"@AkshaySharmaOrg @narendramodi @NSUIPunjab @capt_amarinder @sunilkjakhar @harishrawatcmuk @Neerajkundan @CaptSSandhu @Nagesh_nsui6 @nsui @INCPunjab @khannadeem007 Dear farmers my brothers and sisters, Sharad Pawar is the close aid of @narendramodi. He did not do anything for the upliftment of the farmers when he himself was the agriculture minister. 90% of political parties run by Adani and Ambani. We have to fight our own.#FarmersProtest",0.00129,0.0,0.00011,0.0002,0.0004,3e-05,4e-05
174,A country's farmers are being beaten and abused everyday. Their profession has been already sold to corporates. Their sacrifices are being mocked by state sponsored IT Cell. Farmers are being beaten and abused for last 1year now.  #मोदी_राज_किसान_बर्बाद #FarmersProtest,0.00454,0.0,0.00014,0.00044,0.00061,0.00017,5e-05
175,'Make in India' bonds India and US on a large Scale...! Nisha Desai Biswal CAATSA - ఏపిహెరాల్ద్.కామ్ - unit of India Herald Group Publishers [P] LIMITED#farmers #farmersprotest,0.00062,0.0,6e-05,0.00012,0.00012,2e-05,2e-05
176,@miakhalifa Thanks for the Solidarity ✊  #FarmersProtest,0.00045,0.0,3e-05,8e-05,0.0001,2e-05,1e-05
177,Don’t let them break us. We are all one. Don’t let them divide and rule. #farmersprotest #IstandwithFarmers instagram.com/p/CKlVszvlaXq/…,0.00255,0.0,0.0001,0.00022,0.00027,0.00013,4e-05
178,#FridayThoughts #ghazipurborder #FarmersProtest #RakeshTikait #मोदी_कायर_है #राकेश_टिकैत_किसानों_की_आवाज_है Farmer are the soul of india... Don't underestimate them... https://t.co/7mgnbRSSct,0.00165,0.0,0.00015,0.00034,0.00024,4e-05,5e-05
179,#आज_रेल_बंद_है Support farmers Tweet and retweet maximum  #FarmersProtest,0.00043,0.0,4e-05,7e-05,0.0001,2e-05,1e-05
180,Here are the top developments in the ongoing farmers' agitation. #FarmersProtest  indiatoday.in/india/story/fa…,0.00056,0.0,3e-05,0.00013,0.00012,2e-05,1e-05
181,Gork:That spider gave me an idea to #invent a wagon with  tumbling spiders call wheels to pull you with.  Wife: Oooh Gork that’s a fabulous idea💡! Hurry an invent it my fxxking scalp is killing me. #WednesdayMotivation #FarmersProtest #granadabarca #TrueBeauty #sangeberat twitter.com/EvanKirstel/st… https://t.co/xVmbssHNVg,0.06849,8e-05,0.02451,0.00133,0.0108,0.00092,0.00277
182,Good morning! Here is my station’s radio coverage. Imreet and Praneet were great. 📻 🔊 #FarmersProtest cbc.ca/listen/live-ra…,0.00051,0.0,4e-05,7e-05,0.00013,2e-05,1e-05
183,"Are you ready to pay this much prices, if not then SUPPORT FARMERS PROTEST.  #FarmersDealTotalRepeal pic.twitter.com/QFFfiSGTLQ  #FarmersProtest https://t.co/4No6wgDrM6",0.00093,0.0,5e-05,0.00012,0.00017,4e-05,2e-05
184,Anybody with conscience will never vote for bhajpa  #PunishAntiFarmerBJP #FarmersProtest twitter.com/sidhuparshotam…,0.00205,0.0,8e-05,0.00018,0.00044,4e-05,2e-05
