input_text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit
@PMOIndia And what is forcing you to ruin farmer's talent? When will you have an aha moment that farmers are fighting for their rights and losing their lives right under your nose in Delhi.   #FarmersProtest #StopHateAgainstFarmers,0.00317,0.0,7e-05,0.00034,0.00059,9e-05,3e-05
@hanumanbeniwal @RLPINDIAorg Go to #FarmersProtest sites too.,0.00078,0.0,4e-05,0.00012,0.00016,2e-05,2e-05
@mandeeppunia1 Not only Haryana Punjab  #पंजाब_हरियाणा_यूपी_राजस्थान_एकता_जिंदाबाद #FarmersProtest  United We Stand Divided We Fall https://t.co/NH9wMdVXgI,0.00055,0.0,7e-05,9e-05,0.0001,2e-05,2e-05
"The latest numbers show that 30 farmers die by suicide everyday in the country.  In 2019,around 10,281 people engaged in farming committed suicide, and now when these bills doesn’t give any income guarantee,how are they going to survive.  #StopHateAgainstFarmers #FarmersProtest",0.0173,1e-05,0.00021,0.00054,0.00086,0.00484,0.0001
At @CityofVancouver this morning.  #FarmersProtest #StopHateAgainstFarmers https://t.co/ZAraBkeTY3,0.00058,0.0,4e-05,9e-05,0.00014,2e-05,1e-05
"PM Modi and his Andhbhakats, please learn a thing or two from our farmers. They are asking nothing more than what is rightfully their!!! So please  #StopHateAgainstFarmers  #FarmersProtest https://t.co/xs19rWP8UI",0.00102,0.0,5e-05,0.00013,0.00025,2e-05,2e-05
When you wake to discover that the house you stayed had a river flowing right in front of it..  #FarmersProtest  #NoVoteToBJP https://t.co/q6KfJBDTJ7,0.00058,0.0,4e-05,9e-05,0.00013,3e-05,2e-05
"#FarmersProtest Boycott bollywood, do listen  https://t.co/q4rqFKSoTy  #StopHateAgainstFarmers",0.00074,0.0,5e-05,9e-05,0.00018,2e-05,2e-05
#सरकार_MSP_केंद्र_खोलो #StopHateAgainstFarmers #FarmersProtest The farmers demanded their rights That trouble befalls you farmers These are not terrorists It nurtures the country https://t.co/umW5ycoCrf,0.00137,0.0,5e-05,0.00019,0.0003,3e-05,2e-05
"Repeal these black law, #StopHateAgainstFarmers  Keep supporting #FarmersProtest twitter.com/Chhotalikharii…",0.32092,0.00011,0.0014,0.30047,0.02253,0.00186,0.00033
Farming is not just a job.. it's a way of life #FarmersProtest https://t.co/DfcbZCI0Ou,0.00119,0.0,7e-05,0.00011,0.00021,4e-05,3e-05
Well said #FarmersProtest  #StopHateAgainstFarmers twitter.com/BeantSinghToor…,0.001,0.0,5e-05,0.00012,0.00022,2e-05,1e-05
"While farmers have planted seeds of love, bjp is busy spreading hate &amp; lies.   #StopHateAgainstFarmers #FarmersProtest #StopHateAgainstFarmers https://t.co/H7Pjk0wZKJ",0.05559,1e-05,0.00078,0.00095,0.02668,0.00011,0.00015
Monopoly system is the worst method.  Cancel these black law. #StopHateAgainstFarmers   Keep supporting #FarmersProtest twitter.com/ikaur_deep/sta…,0.18122,5e-05,0.0007,0.15154,0.01609,0.00067,0.0002
Repeal 3 laws Ensure MSP for all farmers  Stop name calling of farmers   #StopHateAgainstFarmers  #FarmersProtest twitter.com/scruperfect/st…,0.00097,0.0,5e-05,0.00013,0.00023,3e-05,2e-05
#GoBackModi Reality of Modi's New India  #GoBackModi #FarmersProtest https://t.co/3fH95k87fr,0.00049,0.0,4e-05,8e-05,0.00011,2e-05,2e-05
@Kisanektamorcha Be thankful not hateful to the farmer. We eat because farmer grows. #StopHateAgainstFarmers  #FarmersProtest,0.00404,0.0,0.00011,0.00038,0.00079,6e-05,3e-05
The hate exists because Modi wants to make easy money by selling farmers to corporate goons. And to do this he has thrown the Sikh vs. Hindu virus in the mixture to DISTRACT people from focusing on the real shit he is trying to pull.  #StopHateAgainstFarmers #FarmersProtest twitter.com/HansrajMeena/s…,0.8659,0.00191,0.69559,0.01041,0.47801,0.00033,0.00161
Repeal 3 laws Ensure MSP for all farmers  Stop name calling of farmers   #StopHateAgainstFarmers  #FarmersProtest twitter.com/VishalLochab6/…,0.00095,0.0,5e-05,0.00014,0.00022,3e-05,2e-05
"@rakhitripathi Godi Media and the so called Netas of this Fascist Regime, you all need to : Stop Lying about Farmers Stop Insulting Farmers Stop Labelling them as Térrórist #FarmersProtest #StopHateAgainstFarmers",0.12838,2e-05,0.00292,0.00458,0.03746,0.00028,0.00042
Come and support #FarmersProtest  Long live  Humanity  #StopHateAgainstFarmers twitter.com/davinder_7/sta…,0.00079,0.0,4e-05,0.0001,0.00018,3e-05,2e-05
Farmers don’t have anything against anyone They feed the people who have assaulted them  They are only fighting for their rights    #StopHateAgainstFarmers #FarmersProtest https://t.co/BDEyuNK019,0.00267,0.0,6e-05,0.00034,0.00037,9e-05,3e-05
Ridiculous!   Keep amplifying their voices!   #StopHateAgainstFarmers #FarmersProtest twitter.com/pbhushan1/stat…,0.89759,1e-05,0.00032,0.00041,0.85464,7e-05,6e-05
Farmers are out backbone ! #StopHateAgainstFarmers  #FarmersProtest,0.00288,0.0,6e-05,0.0003,0.00056,6e-05,3e-05
A nation that destroys its soils destroys itself. Farmers are the lungs of our nation REMEMBER it. #FarmersProtest #StopHateAgainstFarmers https://t.co/OF1agayTVg,0.00061,0.0,3e-05,0.00011,0.00015,2e-05,1e-05
#FarmersProtest #StopHateAgainstFarmers This is the unity which fears Anti- Nations and Fascists. https://t.co/ysMc1ivXrW,0.00607,0.0,6e-05,0.00093,0.001,8e-05,3e-05
#StopHateAgainstFarmers  #FarmersProtest  stop hate against students indians and #India https://t.co/sYCEzoIrWj,0.12035,5e-05,0.00088,0.11614,0.01081,0.00058,0.00027
I hope people will open their eyes and ears at the same time. Observe what's happening around.  #FarmersProtest   #StopHateAgainstFarmers https://t.co/geBPLgk2RP,0.00563,0.0,0.00013,0.00035,0.00074,0.0004,8e-05
"Hate has caused lot of problems in this world,but it has not solved one yet #StopHateAgainstFarmers #FarmersProtest",0.00365,0.0,0.00015,0.00024,0.0005,5e-05,3e-05
thank you so much for standing farmers and standing for truth  #StopHateAgainstFarmers  #StopAsianHate #FarmersProtest  https://t.co/nPd5xYPOBc,0.00085,0.0,3e-05,0.00016,0.00019,3e-05,1e-05
Every 3 hours one Farmers Suicide. In last 30 years problem is getting more every year.   #Farmers​ #FarmersProtest​ #FarmersSuicide​ #FarmLaws​  #FarmLaws_DeathWarrant​   Farmers Suicide Reasons and Remedies  Farmers Protest Road Ahead youtu.be/CDRvTZGWmj8 via @YouTube,0.00142,0.0,0.0001,0.00012,0.00024,6e-05,3e-05
Let’s stand with our elders &amp; show the world what we can accomplish when different generations work together. #StopHateAgainstFarmers #FarmersProtest https://t.co/t4zHWcw9xA,0.00062,0.0,3e-05,0.00011,0.00014,2e-05,2e-05
India pushes ahead with coronavirus vaccination drive to head off new surge - Economic Times#farmers #farmersprotest,0.00048,0.0,3e-05,9e-05,0.00011,2e-05,1e-05
Keep amplifying their voices fam!   #StopHateAgainstFarmers #FarmersProtest twitter.com/hansrajmeena/s…,0.0012,0.0,5e-05,0.00015,0.00027,3e-05,2e-05
Our farmers have been making the surrounding of the #FarmersProtest sight green by planting trees and crops and feeding the neighborhood communities and helping poor underprivileged kids in education yet they are met with hate by the government.  RT #StopHateAgainstFarmers https://t.co/vjzg8657hf,0.00198,0.0,6e-05,0.00019,0.00049,4e-05,2e-05
Keep amplifying their voices fam!   #StopHateAgainstFarmers #FarmersProtest twitter.com/imfulara/statu…,0.00088,0.0,4e-05,0.00011,0.00019,3e-05,2e-05
@DombivaliMe Stop Lying about Farmers Stop Insulting Farmers Stop Labelling them as Térrórist #FarmersProtest #StopHateAgainstFarmers,0.0502,2e-05,0.00209,0.00226,0.00698,0.00031,0.00043
#StopHateAgainstFarmers  Never frightened anyone and never feared from anyone.  Keep supporting #FarmersProtest twitter.com/PANJAB1849/sta…,0.00237,0.0,0.00011,0.00017,0.00041,5e-05,3e-05
Keep amplifying their voices fam!   #StopHateAgainstFarmers #FarmersProtest twitter.com/tractor2twitr/…,0.00093,0.0,4e-05,0.00012,0.0002,3e-05,2e-05
Brothers from all religions and castes. Don't forget the sisters too!  #StopHateAgainstFarmers #FarmersProtest twitter.com/NavdeepSingh_7…,0.01784,1e-05,0.00012,0.0158,0.0025,0.0001,0.00012
1953 in 🇺🇲: What is good for the country is good for General Motors and vice versa. 2021 in 🇮🇳: What is good for Adani-Ambani is good for India. #StopHateAgainstFarmers #HumDoHumareDo #FarmersProtest twitter.com/HansrajMeena/s… https://t.co/0uGU8V69oD,0.00048,0.0,4e-05,9e-05,0.00013,2e-05,1e-05
Keep amplifying their voices fam!   #StopHateAgainstFarmers #FarmersProtest twitter.com/jass_k_g/statu…,0.00178,0.0,0.00012,0.00015,0.00036,4e-05,3e-05
Why you should visit the F.A.R.M.E.R at Tikri Border at Least Once #FarmersProtest  thewire.in/rights/tikri-b…,0.00932,1e-05,0.00083,0.0007,0.00138,9e-05,0.00014
@Imabhaykishan @idnani_nandini @SanjayAzadSln Most welcome aao protest kro delhi me   #protestagainstthreeblacklaws #KisanEktaZindaabaad   #FarmersProtest,0.01617,2e-05,0.0004,0.0054,0.00226,0.00012,0.00011
I guess the only time most people think about injustice is when it happens to them.  #FarmersProtest   #StopHateAgainstFarmers,0.00081,0.0,3e-05,0.00013,0.00016,3e-05,1e-05
Ask India Why?   Keep amplifying their voices fam!   #StopHateAgainstFarmers #FarmersProtest twitter.com/tractor2twitr/…,0.00117,0.0,4e-05,0.00016,0.00026,3e-05,2e-05
@Dwarikanathrath Unequivocally 🙏 #StopHateAgainstFarmers  #FarmersProtest,0.00073,0.0,6e-05,9e-05,0.00013,3e-05,2e-05
"Modi’s deceit against #FarmersProtest isn’t just limited to India but a talking point globally!When a PM couldn’t even consult relevant states of India before lockdown,can we expect anything better from these RSS dictators of India! #StopHateAgainstFarmers bbc.co.uk/news/world-asi… twitter.com/ruby_roniece/s…",0.00114,0.0,4e-05,0.00013,0.00028,2e-05,2e-05
Keep amplifying their voices fam!   #StopHateAgainstFarmers #FarmersProtest twitter.com/navneetkaursoh…,0.00088,0.0,4e-05,0.00011,0.0002,3e-05,1e-05
"This is why India has dropped in ranks of #democracy, #humanrights &amp; #happiness in the world.   #StopHateAgainstFarmers #FarmersProtest twitter.com/pbhushan1/stat…",0.00079,0.0,3e-05,0.00013,0.00017,2e-05,1e-05
We need to continue amplifying voices!   #StopHateAgainstFarmers #FarmersProtest twitter.com/jdhillona/stat…,0.00073,0.0,3e-05,0.0001,0.00017,2e-05,1e-05
No one is patriot like a farmer. He feeds the nation while his sons defend the nation. #StopHateAgainstFarmers   #FarmersProtest,0.00399,0.0,9e-05,0.00026,0.00134,4e-05,2e-05
They tried to bury us  but didn’t know we were seeds🌾🌾 #FarmersProtest  #StopHateAgainstFarmers https://t.co/bj6VPrgjOH,0.00098,0.0,6e-05,0.00012,0.00016,5e-05,2e-05
Unity is power!   #StopHateAgainstFarmers #FarmersProtest twitter.com/navdeepsingh_7…,0.00069,0.0,4e-05,0.0001,0.00015,3e-05,2e-05
Farmer is the backbone of  Indian economy  #FarmersProtest  #StopHateAgainstFarmers twitter.com/sumanpreetkaur…,0.0008,0.0,3e-05,0.00013,0.0002,2e-05,1e-05
Taxpayers money is being looted by undeserving people as Anna Datas and have become rich and parasites on the society. Govt should stop purchase and subsidies for such undeserving people from Punjab and Haryana and rectify mistakes of the past.#FarmersProtest #Indiawithmodi # https://t.co/aDYUncND7e,0.2896,1e-05,0.00125,0.00117,0.24772,7e-05,0.00015
Let’s stand with our elders &amp; show the world what we can accomplish when different generations work together.   #StopHateAgainstFarmers #FarmersProtest https://t.co/GsU6OrHMrU,0.00058,0.0,3e-05,0.0001,0.00014,2e-05,1e-05
@karanvirk77 Oh pls!!!! Dont be so unreasonable..  Gonna delete my rt right now...  #StopHateAgainstFarmers   #FarmersProtest,0.05655,3e-05,0.00689,0.00077,0.00232,0.00073,0.00066
"@Akshat56465511 @rajworship @rebelpacifist @amaanbali I'd rather focus on problems b/c way too many ppl are already focused on &amp; distracted by the achievements.  That's how Govnts continue exploiting ppl &amp; why India has dropped in ranks of #democracy, #humanrights &amp; #happiness in the world  #StopHateAgainstFarmers #FarmersProtest",0.00352,0.0,0.00021,0.00023,0.00097,3e-05,4e-05
#StopHateAgainstFarmers #FarmersProtest building bonds and bringing families back together. twitter.com/mandeeppunia1/…,0.00079,0.0,4e-05,0.00011,0.00019,3e-05,1e-05
Who will voluntarily sit on roads if their lives didn’t depend on it?! Ask yourself. Would you leave your home &amp; live on roads just cuz someone told you? Farmers are smart (in case you didn’t know) &amp; they know BJP govt is selling ‘em. #StopHateAgainstFarmers #FarmersProtest !,0.00139,0.0,5e-05,0.00013,0.00036,3e-05,2e-05
A nation that destroys its soils destroys itself.   Farmers are the lungs of our nation     REMEMBER it.  #FarmersProtest   #StopHateAgainstFarmers,0.00068,0.0,3e-05,0.00013,0.00016,2e-05,1e-05
Do not minimize this movement to a mere social media trend. Let’s keep supporting and keep the momentum going!! #FarmersProtest https://t.co/P214ynrBQ7,0.00049,0.0,3e-05,8e-05,0.00012,2e-05,1e-05
Repeal farm laws instead of misguiding and spreading hatered in the nation. #StopHateAgainstFarmers   #FarmersProtest,0.00262,0.0,7e-05,0.00029,0.00049,6e-05,3e-05
@BadheshaGagan @PunYaab 👀👂👀👀#PMModi #WorldSupportsIndianFarmers   So many people from different parts of the world  are now supporting the #FarmersProtest 🚜 ✊ #PMModi Shame on you for being so unfair &amp; ruthless  #StopHateAgainstFarmers,0.02828,1e-05,0.00082,0.00087,0.00892,0.00011,0.00014
Hate can't divide us and break us ...This thing govt. must understand. #FarmersProtest #StopHateAgainstFarmers https://t.co/v35BHrkmAe,0.00256,0.0,8e-05,0.0002,0.00039,0.0001,2e-05
@karanvirk77 Excuse me???? Why u r taking otherwise???   You asked me to correct you so why now delusive??  #StopHateAgainstFarmers   #FarmersProtest,0.00851,1e-05,0.00048,0.00049,0.00056,0.00015,0.00012
Farming is not a Job Its a way of life #FarmersProtest  #StopHateAgainstFarmers https://t.co/rTaPBK76uf,0.00098,0.0,6e-05,0.00011,0.00019,3e-05,2e-05
"The country is changing in Sahib's speeches,But in reality the country is being sold! #Desh_Ka_Gaddar_RSS Traitor will always be a traitor  #सरकार_MSP_केंद्र_खोलो #StopHateAgainstFarmers #FarmersProtest https://t.co/nAoFUASkmK",0.18101,1e-05,0.00138,0.00092,0.14315,7e-05,0.00014
"Go to the farmers protest, where money does not matter, selfless service matters. #StopHateAgainstFarmers #FarmersProtest",0.00214,0.0,7e-05,0.00023,0.00042,5e-05,3e-05
Who will voluntarily sit on roads if their lives didn’t depend on it?! Ask yourself. Would you leave your home &amp; live on roads just cuz someone told you? Farmers are smart (in case you didn’t know) &amp; they know BJP govt is selling ‘em. #StopHateAgainstFarmers #FarmersProtest,0.00126,0.0,5e-05,0.00012,0.00033,3e-05,2e-05
mandeeptoronto: #StopHateAgainstFarmers #FarmersProtest twitter.com/ParNain9/statu…,0.00432,0.0,0.00021,0.0002,0.00104,5e-05,4e-05
#StopHateAgainstFarmers The farmers movement has been 4 months but the problem of the farmers has not been solved yet ..Government should provide rights of the farmers to them so they can go back  to their homes instead of making false claims... #FarmersProtest https://t.co/H17wQ5Syyc,0.00073,0.0,3e-05,0.00012,0.00017,2e-05,1e-05
"In a country where the government hates farmers, there can be no democracy #सरकार_MSP_केंद्र_खोलो #StopHateAgainstFarmers #FarmersProtest https://t.co/stksjtnHPM",0.01659,0.0,0.00015,0.00292,0.00243,0.00021,4e-05
#StopHateAgainstFarmers we are citizen of India stop treating us like enemies. No Farmer No Food. #FarmersProtest https://t.co/8r9namZy6m,0.00553,0.0,9e-05,0.0009,0.00071,9e-05,3e-05
We are combination of too good and the worst.. #FarmersProtest #StopHateAgainstFarmers https://t.co/3QRWcyktrC,0.00343,0.0,0.0001,0.00022,0.00065,6e-05,4e-05
So innocent so damaged still moving forward... #FarmersProtest #StopHateAgainstFarmers https://t.co/ss8pzJ68tX,0.00139,0.0,5e-05,0.00013,0.00024,5e-05,2e-05
@ no.4 .#StopHateAgainstFarmers it's has been 4 months hope deaf govt will listen soon #FarmersProtest,0.00612,0.0,0.00011,0.00038,0.00173,9e-05,7e-05
🚨More licks he gets more he does for them😼  What to sell next?  #StopHateAgainstFarmers #FarmersProtest  Stop the hate please!!! #सरकार_MSP_केंद्र_खोलो #Desh_Ka_Gaddar_RSS #GoBackModi        👇👇👇👇👇👇👇👇 twitter.com/vijaypks51/sta…,0.06605,6e-05,0.01913,0.00107,0.00705,0.00053,0.00487
#StopHateAgainstFarmers People all over the world know that without farmers we have no food!  #FarmersProtest twitter.com/Khalsa_Aid/sta…,0.0049,0.0,0.0001,0.00062,0.00077,9e-05,3e-05
We should all demand for a re-election in every state at this point.   At least then we will be safe from Corona!  And rallies can help economy come back on track..  #StopHateAgainstFarmers  #FarmersProtest,0.00073,0.0,3e-05,0.0001,0.00017,3e-05,1e-05
STOP Spreading Hate for farmers as Farmers are INDIA. #FarmersProtest #StopHateAgainstFarmers https://t.co/zWWgkdLrx5,0.00484,0.0,0.0001,0.00052,0.00078,9e-05,3e-05
